number,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
464,Germany,"Richly textured and unabashedly full in body, this dry Riesling is intensely ripe. Pineapple and peach flavor is accented by zesty lime peel and earthy tones of wet stone and lanolin. The midpalate is lifted by a whiff of violet perfume and bold, lemon-lime acidity envigorates the finish.",Westhofen Morstein GG Trocken,92,115.0,Rheinhessen,,,Anna Lee C. Iijima,,Wittmann 2011 Westhofen Morstein GG Trocken Riesling (Rheinhessen),Riesling,Wittmann
465,Italy,"Morar is a spicy Amarone with a fragrance of raisin, baked plum, tobacco and black pepper. The palate delivers lush black cherry and raspberry flavors mingled with intense white pepper, clove and nutmeg notes. It's smooth and rich with enough freshness to make this a perfect match for seasoned cheeses or roasted red meat.",Morar,92,69.0,Veneto,Amarone della Valpolicella,,Kerin O’Keefe,@kerinokeefe,Valentina Cubi 2008 Morar  (Amarone della Valpolicella),Red Blend,Valentina Cubi
466,France,"Crisp and structured, this is an intensely mineral wine. It has great acidity and a strongly zesty, tangy character that still needs time to soften. It's bright, fruity and full of dancing freshness. It's good to go now, but keep until 2017 and it will be that much more complex.",Blanc de Blancs Brut,92,,Champagne,Champagne,,Roger Voss,@vossroger,Deutz 2007 Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Deutz
467,US,"Dense, dark and spicy, this opens with a thicket of briar and bramble—one almost wants to say thistle—wrapped around taut, compact black fruits. There is a hint of gun metal running through the palate, and as the wine warms and slowly opens, it reveals a lingering finish with a little pat of butter left on the tongue. This should be in fine shape for at least another decade.",Evenstad Reserve,92,65.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Domaine Serene 2010 Evenstad Reserve Pinot Noir (Willamette Valley),Pinot Noir,Domaine Serene
468,Germany,"The nose of this powerfully fruity yet dry Riesling packs a punch, with aromas of ripe pineapple, apricot and floral potpourri. The palate is dense with stone fruit, and a hint of red berry flavor, but finishes elegantly with sleek mineral tones.",Ürziger Würzgarten Alte Reben GG Trocken,92,42.0,Mosel,,,Anna Lee C. Iijima,,Dr. Loosen 2011 Ürziger Würzgarten Alte Reben GG Trocken Riesling (Mosel),Riesling,Dr. Loosen
469,Germany,"Lanolin and honeycomb notes lend a minerally feel to rich, lusciously concentrated peach and tangerine flavors in this powerful yet finely structured kabinett. A hint of spritz and shocking lemon-lime acidity lead the way to a long, elegant finish.",Wehlener Sonnenuhr Kabinett,92,27.0,Mosel,,,Anna Lee C. Iijima,,Dr. Loosen 2011 Wehlener Sonnenuhr Kabinett Riesling (Mosel),Riesling,Dr. Loosen
470,France,"Very dry in style, this is a beautifully crisp, tight and taut Champagne. It has citrus and green apple flavors, and is steely in character while also fruity. It could do well with some more bottle age.",Édition Limitée Extra Brut,92,70.0,Champagne,Champagne,,Roger Voss,@vossroger,H. Blin 2003 Édition Limitée Extra Brut  (Champagne),Champagne Blend,H. Blin
471,France,"Rich and opulent, this is a full-throated Pinot Noir. It has ripe berry flavors and a balancing acidity that supports a dense texture and underlay of firm tannins. While delicious now, this is a wine that will improve with aging so drink from 2016.",Les Chatelots Premier Cru,92,73.0,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Henri de Villamont 2010 Les Chatelots Premier Cru  (Chambolle-Musigny),Pinot Noir,Henri de Villamont
472,France,"This wine is ripe, rich and full in the mouth, like a fruit salad of red cherries, plums and berries. Yet there's a more solid side—rounded tannins support the concentrated fruits, and touches of wood aging broaden the feel of this impressive wine. Drink from 2017.",Les Feusselottes Premier Cru,92,72.0,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Henri de Villamont 2010 Les Feusselottes Premier Cru  (Chambolle-Musigny),Pinot Noir,Henri de Villamont
473,Portugal,"A powerful wine, richly structured and full of ripe fruits. It has a solid feel to it, firmly anchored to its dark tannins as well as lightened by the juicy berry flavors. A blend that includes Cabernet Sauvignon and Syrah, it needs serious aging, so don't drink before 2017.",Gerações Colheita Seleccionada,92,34.0,Alentejano,,,Roger Voss,@vossroger,Herdade Grande 2010 Gerações Colheita Seleccionada Red (Alentejano),Portuguese Red,Herdade Grande
474,France,"Already mature, this is a rich and opulent wine that blends together toast and secondary-fruit aromas with fresh, lively acidity. It has weight and substantial depth and concentration. It should age well for another few years, but this impressive wine can be drunk now as well.",Les Grands Nots Millesimé Brut,92,,Champagne,Champagne,,Roger Voss,@vossroger,Jeaunaux-Robin 2004 Les Grands Nots Millesimé Brut  (Champagne),Champagne Blend,Jeaunaux-Robin
475,US,"This 100% Cabernet Sauvignon was grown in the well-known Beckstoffer Georges III Vineyard. It's at a funny stage of development, with primary cherry and blackberry fruit starting to fade, while sage, dill, green olive and dried fruit notes are emerging. The tannins remain robust, while the acidity is just about perfect for Napa Valley. Awkward now, but with a promising future, it should emerge from the doldrums after 2017.",Clone 6,92,130.0,California,Rutherford,Napa,,,Bell 2009 Clone 6 Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Bell
476,US,"This is a big wine, clearly in need of cellaring. There's a massive core of blackberries, cherries and baking chocolate on the palate, but it's rigidly tannic, dry and acidic still. The blend is 70% Cabernet Sauvignon, 15% Merlot and 15% Sangiovese, putting it in the super Tuscan category. Give it until 2017 to begin to mellow, and it could still be going strong in 2025.",La Castellana,92,88.0,California,Napa Valley,Napa,,,Castello di Amorosa 2009 La Castellana Red (Napa Valley),Red Blend,Castello di Amorosa
477,France,"An interesting percentage of Cabernet Franc gives this wine a more perfumed character than is usual in many Pomerols. On the palate, the wine is rich and shows the aromatic character of the berry fruits and well integrated wood. It is young still, needing time. Drink from 2017.",,92,65.0,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château Vray Croix de Gay 2010  Pomerol,Bordeaux-style Red Blend,Château Vray Croix de Gay
478,France,"This is a superior vintage Champagne that is just beginning to mature. Crisp white and citrus fruits are beginning to fade into mature toast and cookie flavors, but the wine maintains its zesty texture. Drink this wine now, but beware the cork is secured precariously with string that must be cut to open.",Grand Cru Family Reserve Brut,92,,Champagne,Champagne,,Roger Voss,@vossroger,Dampierre 2005 Grand Cru Family Reserve Brut  (Champagne),Champagne Blend,Dampierre
479,Italy,"Garnet-ruby in color, this has fresh aromas of white cherry, plum, dried dill and rosemary. The mouthfeel is simple and clean, with fresh acidity on the close.",Riserva,87,15.0,Sicily & Sardinia,Cannonau di Sardegna,,,,Santa Maria La Palma 2006 Riserva  (Cannonau di Sardegna),Cannonau,Santa Maria La Palma
480,US,"This Stella Mae is 50% Cabernet Sauvignon, 30% Merlot and 20% Cabernet Franc. It remains a rather lean wine in the Sparkman portfolio, despite having alcohol at 14.6%. Here are lightly earthy flavors of strawberry and herb, with a hint of green in the tannins.",Stella Mae,87,45.0,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Sparkman 2009 Stella Mae Red (Red Mountain),Bordeaux-style Red Blend,Sparkman
481,Italy,"This pretty Cannonau-based wine opens with ripe aromas of blackberry, tobacco and dried spice. The mouthfeel is smooth, plush and dense.",Costera,87,18.0,Sicily & Sardinia,Isola dei Nuraghi,,,,Argiolas 2008 Costera Cannonau (Isola dei Nuraghi),Cannonau,Argiolas
482,US,"The alcohol is nice and low in this dry Pinot Noir. It has a silky texture and complex flavors of red cherries, persimmons, cola and spices. Acidity is great but there's something slightly off, suggesting a trace of unripeness. Drink now.",Ocean's Ghost,87,60.0,California,Sta. Rita Hills,Central Coast,,,Babcock 2010 Ocean's Ghost Pinot Noir (Sta. Rita Hills),Pinot Noir,Babcock
483,South Africa,"A glimmer of toast and honey add depth to the green fig, apple and underripe peach center of this wine. Fresh and zippy on the palate, the vibrant fruit and sweet citrus flavors carry through to the mouthwatering finish. Drink up.",,87,12.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Cape View 2011 Chenin Blanc (Stellenbosch),Chenin Blanc,Cape View
484,South Africa,"A fresh and fruity wine that's ready to drink now. This has attractive aromas and flavors of green apple and lime followed by a clean, mouthwatering finish. There's a soft herbal streak that adds depth to the nose and mouth.",Petit,87,12.0,Western Cape,,,Lauren Buzzeo,@laurbuzz,Ken Forrester 2011 Petit Chenin Blanc (Western Cape),Chenin Blanc,Ken Forrester
485,France,"Bulky and rugged but sound, with some drying tannins on the finish. It compensates by offering attractive flavors of black cherries, black olives and hints of asphalt and garrigue. Try it with hearty braises or stews.",,87,13.0,Rhône Valley,Côtes du Rhône Villages,,Joe Czerwinski,@JoeCz,Louis Bernard 2009 Red (Côtes du Rhône Villages),Rhône-style Red Blend,Louis Bernard
486,US,"This smooth, lush Cabernet is brimming with blackberry, black currant, blueberry cedar and spice flavors. It's classic Cabernet. You'll find quite a scour of acidity running through the middle, which suggests this wine should pair with rich, fatty meats.",L de Lyeth,87,13.0,California,Sonoma County,Sonoma,,,Lyeth 2010 L de Lyeth Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Lyeth
487,Italy,"A blend of Friulano and Verduzzo, this delivers aromas of candied fruit, yellow rose, butterscotch, spice and apricot. It opens a clear window onto the natural characteristics of both grape varieties.",Tovè,87,15.0,Northeastern Italy,Colli Orientali del Friuli,,,,Marco Cecchini 2010 Tovè White (Colli Orientali del Friuli),White Blend,Marco Cecchini
488,Italy,"Pinot Grigio from the Friuli Grave tends to show extra creaminess and structure in the mouth. Here is a stellar example that's backed by flavors of peach, citrus and Golden Delicious apple.",,87,18.0,Northeastern Italy,Friuli Grave,,,,Vigneti Le Monde 2010 Pinot Grigio (Friuli Grave),Pinot Grigio,Vigneti Le Monde
489,Italy,"This bright white is redolent of tomato leaf, wild salvia and citrus. The brightness of the bouquet is followed by a satisfyingly creamy mouthfeel.",,87,13.0,Northeastern Italy,Friuli Grave,,,,Vigneti Le Monde 2010 Sauvignon (Friuli Grave),Sauvignon,Vigneti Le Monde
490,Spain,"Lime, apple and mineral aromas come with a note of eggy yeast. The mouthfeel is regular and a touch foamy, with semisweet flavors of kiwi, apple and gooseberry. Mild and feeling good on the finish, it's basic but well worth a go.",Reserva Brut,87,19.0,Catalonia,Cava,,Michael Schachner,@wineschach,V&N; Cellars NV Reserva Brut Sparkling (Cava),Sparkling Blend,V&N; Cellars
491,Austria,"This is a soft, creamed-apple style of wine, with a great shaft of acidity cutting through the crisp fruit. Kiwi and gooseberry fruits are lifted on the bright, lively finish.",Kellermeister Privat Goldberg,87,18.0,Kremstal,,,Roger Voss,@vossroger,Winzer Krems 2011 Kellermeister Privat Goldberg Grüner Veltliner (Kremstal),Grüner Veltliner,Winzer Krems
492,US,"Tart and lively, this medium-bodied Sangiovese was co-fermented with small amounts of Syrah and Viognier. The Viognier contributes scents of citrus and stone fruit, which add some welcome complexity.",,87,30.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Zerba Cellars 2008 Sangiovese (Walla Walla Valley (WA)),Sangiovese,Zerba Cellars
493,US,"Produced by Three Rivers for celebrity winemaker Geoff Tate, the Insania is actually rather tame. Pretty fruit flavors of berry, cherry and plum introduce the wine gracefully, then run into some stiff, drying, chalky tannins.",,87,35.0,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Insania 2009 Red (Red Mountain),Red Blend,Insania
494,US,"This is intensely aromatic, with loads of tropical fruit, apple blossom and white peach notes on the nose and palate. It's fresh, tasty and big in body, yet deftly balanced. Soft, lemony acidity on the midpalate gets a boost of citrus rind and saline on the finish.",,87,12.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Knapp 2011 Chardonnay (Finger Lakes),Chardonnay,Knapp
495,US,"This El Dorado wine opens with aromas of sweet floral jasmine and is very pretty through and through. Its acidity sings perfectly through the middle of the wine, lifting the flavors of apple and dried apricot as well as the notes of lemon and lime on the finish. This should pair with a range of midweek dinners.",Battonage,87,18.0,California,El Dorado,Sierra Foothills,Virginie Boone,@vboone,Lava Cap 2010 Battonage Chardonnay (El Dorado),Chardonnay,Lava Cap
496,Spain,"This barrel-fermented Verdejo is interesting, but it's also a bit low on acidity. It smells like pine and blowsy flowers. Creamy, soft and cuddly on the palate, this has flavors of baked apple, wood resin and banana. It finishes round and sweet. Drink now.",Collection Blanco,87,25.0,Northern Spain,Rueda,,Michael Schachner,@wineschach,Loess 2009 Collection Blanco Verdejo (Rueda),Verdejo,Loess
497,US,"This wine has the variety's trademark notes of herb, green bell pepper, with a woodsy qulaity. This is a full-bodied effort, bearing a long, spicy finish.",Babcock Vineyard,87,30.0,California,Suisun Valley,North Coast,Virginie Boone,@vboone,MICA Cellars 2009 Babcock Vineyard Cabernet Franc (Suisun Valley),Cabernet Franc,MICA Cellars
